Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Valeur
"FS","Données de la sécurité alimentaire","162","Norvège","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.17"
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2550"
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","50.3"
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2328"
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","53"
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","42218.5"
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.6"
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2482"
"FS","Données de la sécurité alimentaire","221","Oman","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","42"
"FS","Données de la sécurité alimentaire","221","Oman","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","33308.5"
"FS","Données de la sécurité alimentaire","221","Oman","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.75"
"FS","Données de la sécurité alimentaire","221","Oman","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2505"
"FS","Données de la sécurité alimentaire","226","Ouganda","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","226","Ouganda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2074.7"
"FS","Données de la sécurité alimentaire","226","Ouganda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.57"
"FS","Données de la sécurité alimentaire","226","Ouganda","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2156"
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","42"
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","6840.7"
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.24"
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2372"
"FS","Données de la sécurité alimentaire","165","Pakistan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","27.7"
"FS","Données de la sécurité alimentaire","165","Pakistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","5091.1"
"FS","Données de la sécurité alimentaire","165","Pakistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.41"
"FS","Données de la sécurité alimentaire","165","Pakistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2242"
"FS","Données de la sécurité alimentaire","180","Palaos","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","180","Palaos","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","17768.4"
"FS","Données de la sécurité alimentaire","180","Palaos","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.87"
"FS","Données de la sécurité alimentaire","180","Palaos","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","299","Palestine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","299","Palestine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","6401.7"
"FS","Données de la sécurité alimentaire","299","Palestine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.66"
"FS","Données de la sécurité alimentaire","299","Palestine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2223"
"FS","Données de la sécurité alimentaire","166","Panama","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","44"
"FS","Données de la sécurité alimentaire","166","Panama","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","30446.8"
"FS","Données de la sécurité alimentaire","166","Panama","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.39"
"FS","Données de la sécurité alimentaire","166","Panama","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2295"
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","36.3"
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4285.1"
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.7"
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2205"
"FS","Données de la sécurité alimentaire","169","Paraguay","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","27"
"FS","Données de la sécurité alimentaire","169","Paraguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","12590.5"
"FS","Données de la sécurité alimentaire","169","Paraguay","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0"
"FS","Données de la sécurité alimentaire","169","Paraguay","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2363"
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","68"
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","55088.6"
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.92"
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2577"
"FS","Données de la sécurité alimentaire","170","Pérou","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","41.3"
"FS","Données de la sécurité alimentaire","170","Pérou","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","12506.5"
"FS","Données de la sécurité alimentaire","170","Pérou","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.26"
"FS","Données de la sécurité alimentaire","170","Pérou","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2306"
"FS","Données de la sécurité alimentaire","171","Philippines","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","26"
"FS","Données de la sécurité alimentaire","171","Philippines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","8120.9"
"FS","Données de la sécurité alimentaire","171","Philippines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.19"
"FS","Données de la sécurité alimentaire","171","Philippines","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2234"
"FS","Données de la sécurité alimentaire","173","Pologne","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","57.3"
"FS","Données de la sécurité alimentaire","173","Pologne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","30064.5"
"FS","Données de la sécurité alimentaire","173","Pologne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.52"
"FS","Données de la sécurité alimentaire","173","Pologne","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2513"
"FS","Données de la sécurité alimentaire","70","Polynésie française","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","62.3"
"FS","Données de la sécurité alimentaire","70","Polynésie française","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","70","Polynésie française","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017",""
"FS","Données de la sécurité alimentaire","70","Polynésie française","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2438"
"FS","Données de la sécurité alimentaire","177","Porto Rico","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","177","Porto Rico","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","34363.8"
"FS","Données de la sécurité alimentaire","177","Porto Rico","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.48"
"FS","Données de la sécurité alimentaire","177","Porto Rico","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2474"
"FS","Données de la sécurité alimentaire","174","Portugal","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","72"
"FS","Données de la sécurité alimentaire","174","Portugal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","33044.7"
"FS","Données de la sécurité alimentaire","174","Portugal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.12"
"FS","Données de la sécurité alimentaire","174","Portugal","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2492"
"FS","Données de la sécurité alimentaire","179","Qatar","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","179","Qatar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","91738.8"
"FS","Données de la sécurité alimentaire","179","Qatar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.66"
"FS","Données de la sécurité alimentaire","179","Qatar","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2698"
"FS","Données de la sécurité alimentaire","212","République arabe syrienne","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","212","République arabe syrienne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","212","République arabe syrienne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.62"
"FS","Données de la sécurité alimentaire","212","République arabe syrienne","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2344"
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","20"
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","912.8"
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.01"
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2168"
"FS","Données de la sécurité alimentaire","117","République de Corée","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","51.3"
"FS","Données de la sécurité alimentaire","117","République de Corée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","40957.4"
"FS","Données de la sécurité alimentaire","117","République de Corée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.39"
"FS","Données de la sécurité alimentaire","117","République de Corée","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2463"
"FS","Données de la sécurité alimentaire","146","République de Moldova","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","29.3"
"FS","Données de la sécurité alimentaire","146","République de Moldova","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","11651.3"
"FS","Données de la sécurité alimentaire","146","République de Moldova","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.32"
"FS","Données de la sécurité alimentaire","146","République de Moldova","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","3"
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1059.8"
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.3"
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2109"
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","18.3"
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","7257.8"
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.4"
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2333"
"FS","Données de la sécurité alimentaire","56","République dominicaine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","32"
"FS","Données de la sécurité alimentaire","56","République dominicaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","16735.4"
"FS","Données de la sécurité alimentaire","56","République dominicaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.16"
"FS","Données de la sécurité alimentaire","56","République dominicaine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2386"
"FS","Données de la sécurité alimentaire","116","République populaire démocratique de Corée","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","10"
"FS","Données de la sécurité alimentaire","116","République populaire démocratique de Corée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","116","République populaire démocratique de Corée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.5"
"FS","Données de la sécurité alimentaire","116","République populaire démocratique de Corée","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2403"
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","11"
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2530.6"
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.56"
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2133"
"FS","Données de la sécurité alimentaire","183","Roumanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","54.3"
"FS","Données de la sécurité alimentaire","183","Roumanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","27141.9"
"FS","Données de la sécurité alimentaire","183","Roumanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.06"
"FS","Données de la sécurité alimentaire","183","Roumanie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2494"
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","59"
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","46372.4"
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.39"
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2488"
"FS","Données de la sécurité alimentaire","184","Rwanda","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","8"
"FS","Données de la sécurité alimentaire","184","Rwanda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1975.2"
"FS","Données de la sécurité alimentaire","184","Rwanda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.09"
"FS","Données de la sécurité alimentaire","184","Rwanda","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2208"
"FS","Données de la sécurité alimentaire","189","Sainte-Lucie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","189","Sainte-Lucie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","14928.4"
"FS","Données de la sécurité alimentaire","189","Sainte-Lucie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.99"
"FS","Données de la sécurité alimentaire","189","Sainte-Lucie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2502"
"FS","Données de la sécurité alimentaire","188","Saint-Kitts-et-Nevis","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","188","Saint-Kitts-et-Nevis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","26980.3"
"FS","Données de la sécurité alimentaire","188","Saint-Kitts-et-Nevis","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.65"
"FS","Données de la sécurité alimentaire","188","Saint-Kitts-et-Nevis","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","1889"
"FS","Données de la sécurité alimentaire","191","Saint-Vincent-et-les Grenadines","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","49.3"
"FS","Données de la sécurité alimentaire","191","Saint-Vincent-et-les Grenadines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","13102.1"
"FS","Données de la sécurité alimentaire","191","Saint-Vincent-et-les Grenadines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.89"
"FS","Données de la sécurité alimentaire","191","Saint-Vincent-et-les Grenadines","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2463"
"FS","Données de la sécurité alimentaire","244","Samoa","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","52.3"
"FS","Données de la sécurité alimentaire","244","Samoa","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","6486.1"
"FS","Données de la sécurité alimentaire","244","Samoa","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.18"
"FS","Données de la sécurité alimentaire","244","Samoa","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2331"
"FS","Données de la sécurité alimentaire","5","Samoa américaines","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","5","Samoa américaines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","5","Samoa américaines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.22"
"FS","Données de la sécurité alimentaire","5","Samoa américaines","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","16.7"
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3952.9"
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.19"
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2233"
"FS","Données de la sécurité alimentaire","195","Sénégal","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","14.3"
"FS","Données de la sécurité alimentaire","195","Sénégal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3203.9"
"FS","Données de la sécurité alimentaire","195","Sénégal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.05"
"FS","Données de la sécurité alimentaire","195","Sénégal","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2232"
"FS","Données de la sécurité alimentaire","272","Serbie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","41"
"FS","Données de la sécurité alimentaire","272","Serbie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","16611"
"FS","Données de la sécurité alimentaire","272","Serbie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.09"
"FS","Données de la sécurité alimentaire","272","Serbie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2493"
"FS","Données de la sécurité alimentaire","196","Seychelles","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","196","Seychelles","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","28116.7"
"FS","Données de la sécurité alimentaire","196","Seychelles","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.79"
"FS","Données de la sécurité alimentaire","196","Seychelles","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2389"
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","11"
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1633.7"
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.04"
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2216"
"FS","Données de la sécurité alimentaire","200","Singapour","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","200","Singapour","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","95310.3"
"FS","Données de la sécurité alimentaire","200","Singapour","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.62"
"FS","Données de la sécurité alimentaire","200","Singapour","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2496"
"FS","Données de la sécurité alimentaire","199","Slovaquie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","37.3"
